Shelfmark,Title,Dates,Language,Links
IOR/F/4/2465/1 37380,Experimental vaccination establishment at Belgaum,1849-1850,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057239220.0x000001
IOR/F/4/2472/1 38422,Establishment of medical and other institutions at Lahore,1849-1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054638294.0x000001
IOR/F/4/2472/1 38423,Establishment of a hospital and dispensary at Ambala,1848-1850,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054638473.0x000001
IOR/F/4/2472/1 38424,Smallpox and its preventive vaccination,1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054638507.0x000001
IOR/F/4/2472/1 38452,Mahamari disease [fever] prevailing in Garhwal,1836-1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054638561.0x000001
IOR/F/4/2474/1 38633,Establishment of public dispensaries at nine additional stations in Madras Presidency,1850-1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056097681.0x000001
IOR/F/4/2474/1 38636,Refusal of the Bengal Government to publish Dr Balfour's translation of Outlines of Midwifery on the terms proposed,1849-1850,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056097803.0x000001
IOR/F/4/2484/1 39979,Dr Maclean's report on the Hyderabad Medical School,1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057239273.0x000001
IOR/F/4/2508/1 42613,M Marcadieu's report on the chemical department of the Calcutta Medical College,1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057283825.0x000001
IOR/F/4/2511/1 43224,Dr Hare's new mode of treating fever and dysentery,1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062976069.0x000001
IOR/F/4/2511/1 43239,Annual report of the sanitary history of the European troops in Bengal for the year ending 31 Mar 1851,1851-1853,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062976147.0x000001
IOR/F/4/2516/1 44326,"Report on wax models furnished from Guy's Hospital for the Grant Medical College, Bombay",1851-1853,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057239293.0x000001
IOR/F/4/2520/1 44665,Rearrangement of the professorship in the Grant Medical College,1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057283861.0x000001
IOR/F/4/2523/1 44973,Regarding a suitable building for the asylum at Madras,1850-1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057239323.0x000001
IOR/F/4/2537/1 47512,Proposed measures against smallpox in India,1850-1853,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055885474.0x000001
IOR/F/4/2537/1 47513,Proposed measures against smallpox in India,1850-1853,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056666462.0x000001
IOR/F/4/2572/1 52055,"Completion of the new Medical College Hospital at Calcutta, and the necessary furnishings",1850-1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062976580.0x000001
IOR/F/4/2591/1 56564,Measures to be adopted for improving the salubrity of the Gorakhpur station by planting trees and improving drainage in the vacinity of the cantonments,1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057283872.0x000001
IOR/F/4/2595/1 57416,Measures to improve vaccination diffusion in the Lower Provinces of Bengal,1851-1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055885874.0x000001
IOR/F/4/2595/1 57521,Abandonment of the cantonment at Dacca,1853-1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100060373771.0x000001
IOR/F/4/2595/1 57561,Establishment of a hospital at Coonoor,1853-1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057239703.0x000001
IOR/F/4/2601/1 61825,Meteorological and topographical observations taken at Matheran Hills,1852-1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543452.0x000001
IOR/F/4/2630/1 66709,Rearrangement of the professorship in the Grant Medical College,1852-1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062976794.0x000001
IOR/F/4/2639/1 68095,Excessive cholera-related mortality in Assam,1853-1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055222389.0x000001
IOR/F/4/2641/1 69081,Drainage of the town and cantonment of Cawnpore [Kanpur],1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062976902.0x000001
IOR/F/4/2641/1 69267,"Scheme for educating Indian doctors in connection with the Thomason Hospital, Agra",1853-1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062977057.0x000001
IOR/F/4/2676/1 81342,Deficiency in supply of medicines and surgical instruments to medical officers,1855-1856,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062975388.0x000001
IOR/F/4/2676/1 81343,Supply of quinine to Madras sepoys proceeding to the hill tracts of the Northern Circars,1855-1856,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062975708.0x000001
IOR/F/4/2719/1 96041,Report from Assistant Surgeon Dominichetta on several cures he had effected by the use of a mineral spring at Minchu near Darjeeling,1856-1858,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057239744.0x000001
IOR/F/4/2719/1 96042,Report on the mineral springs near Darjeeling,1856-1857,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057283899.0x000001
IOR/F/4/2720/1 96603,"Application by Dr Honigberger for permission to test, by experiment in the General Hosptials, the efficacy of certain remedies which he believes he has discovered for some of the worst Indian diseases",1856-1857,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057283912.0x000001
IOR/L/E/5/72 no 109,"Statistical analysis of death rates per mille for cholera, enteric fever and intermittent fever",1887,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052730154.0x000001
IOR/L/MIL/5/419 Coll 355,Collection 355. Suggestions for the prevention of cholera,1844,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100087849472.0x000001
IOR/L/MIL/17/4/ 558,Copy of remarks of the Barrack and Hospital Improvement Commission on a report by Dr Leith on the general sanitary condition of the Bombay Army.,1865,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102237.0x000001
IOR/L/MIL/17/5/ 1995,"Papers regarding the extent and nature of the sanitary establishments for the European troops in the Bengal, Madras and Bombay Presidencies (Calcutta: Military Dept, Apr 1860)",1860,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102246.0x000001
IOR/L/MIL/17/5/ 2008,"Sir Oliver Richardson Newmarch, Memorandum on venereal disease (India Office 1896)",25 Sep 1896,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100077842884.0x000001
IOR/L/MIL/17/5/ 4316,A medico-topographical account of the Erinpura Regiment,1907,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102254.0x000001
IOR/L/MIL/17/5/ 4317,"Henry Robert Woolbert, A medico- topographical account of the Merwara Regiment (Catlcutta: Gov of India, 1905)",1905,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100076102259.0x000001
IOR/L/PJ/3/107 8 No.74,"415: Extracts from a Narrative of the Proceedings of the Government of Bengal, in the General Department (Miscellaneous subjects), for the 1st Quarter of 1859",Feb 1858- Dec 1859,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100086808976.0x000001
IOR/L/PJ/3/108 5 No.139,"583: Extracts from a Narrative of the Proceedings of the Government of the North Western Provinces, in the General Department, for the 3rd Quarter of 1859",Oct 1858- Jan 1860,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100089200582.0x000001
IOR/L/PJ/3/108 5 No.141,"599: Extracts from a Narrative of the Proceedings of the Government of the North Western Provinces, in the General Department, for the 1st Quarter of 1860",Jun 1859- Jun 1860,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100089200687.0x000001
IOR/L/PJ/3/108 5 No.148,605: Report of the Asylum at Dacca for the year 1859,Feb 1860- Sep 1860,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100089200781.0x000001
IOR/L/PJ/3/108 9 No.13,1099: Correspondence on the subject of vaccination in Assam,Mar 1859- Dec 1861,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056097876.0x000001
IOR/L/PJ/3/109 2 No.92,1771: Correspondence regarding a scheme of vaccine operations in the Punjab,Aug 1863- Sep 1864,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056097941.0x000001
IOR/L/PJ/3/109 7 No.116,2262: Mortuary Returns from Mysore and the Central Provinces for 1865/66,Sep 1865- Oct 1866,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100086808882.0x000001
IOR/L/PJ/3/110 1 No.113,2466: Annual Report of the Calcutta Police Pauper Hospital and the Calcutta Police Constable Hospital for 1866,Oct 1866- May 1867,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100086808896.0x000001
IOR/L/PJ/3/110 2 No.151,2537: Precautionary measures adopted by the Government of Bengal to prevent the introduction into the Ports of the Bengal Presidency of the yellow fever prevailing at Mauritius,Jun 1867-Jul 1867,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100086808929.0x000001
IOR/L/PJ/3/110 4 No.52,"2669: Correspondence between the Government of India and the Bengal Government regarding Returns of mortality among the tea labourers employed in Kamroop, Chardoar, and Bishnath for the half-year ending 30th June 1867",Aug 1867- Jan 1868,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100086808966.0x000001
IOR/P/9/59 30 Apr 1819 no 42,Observations on the progress of cholera at Jessore and Allahabad during 1817- 18,30 Apr 1819,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052725314.0x000001
IOR/P/13/37 04 Aug 1841 nos 04-05,"Returns of public patients treated at Bhawanipur and Dullunda Asylums, 1840-41",04 Aug 1841,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062978167.0x000001
IOR/P/13/37 06 Oct 1841 nos 16-17,"Returns of public patients treated at Bhawanipur and Dullunda Asylums, 1840-41",06 Oct 1841,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062978345.0x000001
IOR/P/13/37 08 Sep 1841 nos 21-22,"Returns of public patients treated at Bhawanipur and Dullunda Asylums, 1840-41",08 Sep 1841,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062978511.0x000001
IOR/P/13/37 14 Jul 1841 nos 26-27,"Returns of public patients treated at Bhawanipur and Dullunda Asylums, 1840-41",14 Jul 1841,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062978716.0x000001
IOR/P/13/37 Dec 1841 nos 19-22,Correspondence regarding the manufacture of sulphate of magnesium,29 Dec 1841,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062978865.0x000001
IOR/P/13/37 Dec 1841 nos 30-31,"Observations of Dr A Kean, Assistant Surgeon at Murshidabad, on the subject of the large and increasing consumption of deleterious drugs, especially Ganja, and its baneful influence on the health and morals of the population of Murshidabad.",01 Dec 1841,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062978959.0x000001
IOR/P/14/13 11 Jun 1851 nos 32-33,"Report of the Smallpox Committee on vaccine operations throughout India, and orders thereon",Jan 1851- Jun 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055886170.0x000001
IOR/P/14/31 01 Sep 1853 nos 23-24,Report on the Insane Asylums for European and Eurasian patients in Calcutta,01 Sep 1853,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062979066.0x000001
IOR/P/28/39 17 Oct 1818 nos 100-01,"Questionnaire regarding the causes, symptoms and treatment of cholera",17 Oct 1818,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052725304.0x000001
IOR/P/119/45 12 Jun 1812 nos 48-49,"Vaccination progress in the Peshwa Territories, plus returns for 1811-12",Jun 1812,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542127.0x000001
IOR/P/186/79 27 Sep 1837 nos 24-28,"On the subject of Dr Stewart's proposed remodelling of the Vaccine Department, and the establishment of provincial dispensaries",Apr 1837- Sep 1837,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055886320.0x000001
IOR/P/186/111 30 Mar 1844 nos 20-23,Persons vaccinated in the territories of the Bengal Presidency and in the North- Western Provinces from April 1842-April 1843,Mar 1844,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330117.0x000001
IOR/P/242/24 19 Sep 1800 pp 2885-95,Steps for preventing the introduction of plague to the India Peninsula,19 Sep 1800,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542994.0x000001
IOR/P/245/3 11 Jun 1819 pp 2536-50,Reappearance of the cholera epidemic; Dr Dalton recommends a medicated vapour bath,11 Jun 1819,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052700190.0x000001
IOR/P/245/41 21 Mar 1823 pp 993-1035,"Medical topography of the Nilgiri Hills, plus recommendations",21 Mar 1823,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055886394.0x000001
IOR/P/245/63 Apr 1825 pp 1454-86,Medical Board reports on the proposal to root out the prickly pear plant on the banks of the Cooum river and from other parts of Madras,19 Apr 1825,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543506.0x000001
IOR/P/245/66 19 Aug 1825 pp 2715-2838,Reports on the medical topography of the Shevaroy and Chundamungalam [Sendamangalam] hills,19 Aug 1825,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055886479.0x000001
IOR/P/246/28 08 Oct 1830 pp 2501-45,Reporting on the prevalence of smallpox in the Presidency,08 Oct 1830,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055222547.0x000001
IOR/P/247/18 23 May 1837 pp 2915-45,Investigation into the death of a public officer at the Madras Dispensary,23 May 1837,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062977363.0x000001
IOR/P/248/52 27 Mar 1849 pp 773-816,Annual report of the Monegar Choultry and Native Infirmary for 1848,27 Mar 1849,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542152.0x000001
IOR/P/248/52 Apr 1849 pp 852-61,"Annual report of the Lying-in hospital, Madras for 1847-1848",03 Apr 1849,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542252.0x000001
IOR/P/248/53 26 Jun 1849 pp 1517-63,Report and returns of the hospitals and dispensaries in Madras Presidency for 1848,26 Jun 1849,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542281.0x000001
IOR/P/248/53 Jul 1849 pp 1657-65,Regarding the translation of Conquest's Outlines of Midwifery into Hindustani [Urdu],03 Jul 1849,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542396.0x000001
IOR/P/248/53 Jun 1849 pp 1392-94,Proposed removal to Black Town [Madras] of the institution established by Dr Scott for the treatment of women and children,05 Jun 1849,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542389.0x000001
IOR/P/248/71 15 Aug 1851 pp 3592-3619,Vaccination progress and annual statistics for 1850,15 Aug 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055222649.0x000001
IOR/P/248/71 19 Aug 1851 pp 3746-3842,Report and returns of the hospitals and dispensaries in Madras Presidency for 1850,19 Aug 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055222689.0x000001
IOR/P/248/71 Aug 1851 pp 3986-4019,Correspondence on the revised return of patients treated at the Black Town [Madras] Dispensary,19 Aug 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055222602.0x000001
IOR/P/248/73 21 Oct 1851 pp 5110-14,Incongruity in Madras vaccination returns,21 Oct 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055222823.0x000001
IOR/P/248/74 23 Dec 1851 pp 6060-6172,Opinion of revenue collectors on proposed legislation to prohibit inoculation in India,23 Dec 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055222869.0x000001
IOR/P/249/4 May 1852 pp 2344-99,"Annual report and returns for patients treated in the Government Lying-in hospital, Madras, and Dr Scott's Lying-in hospital in Black Town",04 May 1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054638868.0x000001
IOR/P/249/40 13 Apr 1855 pp 2334-63,Progress of vaccination in Malabar District,13 Apr 1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542414.0x000001
IOR/P/249/40 13 Apr 1855 pp 2456-64,On the ravages of smallpox in Cochin and recommending vaccination,13 Apr 1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542449.0x000001
IOR/P/249/40 Apr 1855 pp 2594-2612,"Report by Surgeon Shaw, plus annual returns patients treated at the Madras Lying-in hospital for 1854",24 Apr 1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542470.0x000001
IOR/P/249/43 10 Jul 1855 pp 4481-4570,Report on the system followed by Bombay Presidency for the diffusion of the smallpox vaccine,10 Jul 1855,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639051.0x000001
IOR/P/249/54 27 May 1856 pp 2652-2713,Proposal to divide Madras General Hospital into three units,27 May 1856,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062979243.0x000001
IOR/P/249/57 16 Sep 1856 pp 4849-51,Proposal that patients at the Madras Lunatic Asylum wear identifying metal bracelets,16 Sep 1856,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052725327.0x000001
IOR/P/249/57 Sep 1856 pp 4792-96,Extending the rules for admission to the midwifery class at the Madras Lying-in hospital,16 Sep 1856,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062979525.0x000001
IOR/P/252/27 Sep 1788 pp 2250-51,Trial of the alleged antidote to snake venom and hydrophobia [rabies] ordered,Sep 1788,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639289.0x000001
IOR/P/252/28 Nov 1788 pp 3394-3400,Minutes by Physician-General J Anderson and Mr Duffin on the subject of the snake venom antidote,Nov 1788,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639311.0x000001
IOR/P/252/28 Nov 1788 pp 3403-06,Minutes by Physician-General J Anderson and Mr Duffin on the subject of the snake venom antidote,Nov 1788,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639348.0x000001
IOR/P/252/28 Oct 1788 pp 3184-86,Trial of the alleged antidotes to snake venom and hydrophobia [rabies] ordered,28 Oct 1788,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639381.0x000001
IOR/P/254/75 23 Jun 1801 pp 4609-4621,Reporting the support of the Raja of Chintapalle towards furthering the practice of inoculation,23 Jun 1801,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542516.0x000001
IOR/P/255/9 29 Jun 1802 pp 4257-67,Measures for rendering the practice of inoculation more extensive,29 Jun 1802,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055223029.0x000001
IOR/P/255/10 10 Aug 1802 pp 5129-32,Advertisement for inoculation,10 Aug 1802,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055223053.0x000001
IOR/P/255/10 24 Aug 1802 pp 5422-28,Advertisement for inoculation,24 Aug 1802,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055223060.0x000001
IOR/P/255/11 14 Sep 1802 pp 5910-26,Advertisement for inoculation,14 Sep 1802,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055223071.0x000001
IOR/P/255/18 23 Feb 1803 pp 1050-63,Account of the establishment recommended for the vaccine hospital at the Presidency,23 Feb 1803,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055223090.0x000001
IOR/P/255/20 12 Apr 1803 pp 1726-37,Supplies of vaccine and issuing certificates,12 Apr 1803,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055223095.0x000001
IOR/P/255/21 17 May 1803 pp 2269-72,Measures to facilitate the progress of vaccination in Malabar,17 May 1803,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542538.0x000001
IOR/P/255/21 21 Jun 1803 pp 2798-2830,"Letters, reports and accounts on the progres of vaccination in Madras Presidency",21 Jun 1803,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542557.0x000001
IOR/P/255/21 Jun 1803 p 2535,Madras vaccination reports and returns,Jun 1803,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542629.0x000001
IOR/P/255/22 05 Jul 1803 pp 2998-3008,Letters regarding vaccination in Mysore,05 Jul 1803,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055886941.0x000001
IOR/P/255/53 02 Jul 1805 pp 4260-69,Madras vaccination report and returns,02 Jul 1805,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542905.0x000001
IOR/P/255/53 19 Jun 1805 pp 3975-4098,Proceedings on vaccination in Madras Presidency,19 Jun 1805,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542637.0x000001
IOR/P/255/54 24 Jul 1805 pp 4744-62,Madras vaccination report and returns,24 Jul 1805,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542924.0x000001
IOR/P/255/54 24 Jul 1805 pp 4767-81,Madras vaccination report and returns,24 Jul 1805,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055542970.0x000001
IOR/P/255/60 Nov 1805 pp 8524-61,Dr Ainslie's plan for the establishment of a military police of health,29 Nov 1805,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543518.0x000001
IOR/P/256/48 Apr 1809 pp 2967-3057,Table of diet and account particulars in the Madras Lunatic Hospital,25 Apr 1809,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052725366.0x000001
IOR/P/257/46 21 Feb 1812 pp 2517-77,Report of the Committee appointed to ascertain the efficacy of Dr Dalton's remedy for leprosy,21 Feb 1812,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052725680.0x000001
IOR/P/257/46 Feb 1812 pp 2415-25,"Extract from Assistant Surgeon Symon's journal, recording a recovery from hydrophobia [rabies]",21 Feb 1812,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330173.0x000001
IOR/P/258/11 11 May 1813 pp 5389-5712,Report of the Committee on the remedy of Dr Dalton; recommendation that a leper infirmary be established,11 May 1813,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054645565.0x000001
IOR/P/258/15 15 Jun 1813 pp 7675-95,Dr Dalton's comparison of his leprosy remedy with previous attempts; and regarding the establishment of a leper infirmary,15 Jun 1813,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054646282.0x000001
IOR/P/258/23 Sep 1813 pp 12121-99,"Medical Committee are of the opinion that the causes of ill-health at Seringapatam are permanent, and recommend that if practicable it be abandoned as a military station",24 Sep 1813,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543529.0x000001
IOR/P/259/26 10 May 1816 pp 4745-78,Reappearance of the epidemic fever at Ganjam in a malignant form,10 May 1816,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052725954.0x000001
IOR/P/259/32 29 Jul 1816 pp 8194-8203,Reappearance of the epidemic fever at Ganjam in a malignant form,29 Jul 1816,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052726094.0x000001
IOR/P/260/13 23 Dec 1818 pp 13584-91,Cholera spasmodica in Trichinopoly and Travancore,23 Dec 1818,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055223100.0x000001
IOR/P/261/10 May 1821 pp 5473-76,Report regarding Lock hospitals in Madras,08 May 1821,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543559.0x000001
